商品名称,商品分类,商品品牌,cluster_kmeans,cluster_dbscan,cluster_hdbscan,tsne_x,tsne_y
【左九的爱】线下690！英伦风！弹力透气秋冬百搭时尚女式马丁靴20236,鞋靴箱包-女鞋-靴子-马丁靴,,1,-1,-1,-35.19085,29.889189
【帝柏】多功能 出差旅行箱登机行李箱8867XL ,鞋靴箱包-箱包-功能箱包-旅行箱,帝柏,1,0,4,-20.677282,-32.243862
【左九设计师款】迪士尼Disney小方包时尚百搭单肩斜挎女包71480,鞋靴箱包-箱包-女士包袋-斜挎包,Disney/迪士尼,1,-1,-1,-36.85687,-16.063637
[一封情书]-LOUISPETI/路易佩蒂斜挎单肩手提包68683-1咖啡,鞋靴箱包-箱包-女士包袋-单肩包,路易佩蒂,1,0,4,1.380877,-17.826128
【左九设计师款】蓝色时尚女士银色链条包单肩肩包3294,鞋靴箱包-箱包-女士包袋-单肩包,,1,-1,-1,-23.874767,20.5701
[达芙妮][左九设计师款][诗诗的包]新款水桶包斜挎包DFN10221白粉,鞋靴箱包-箱包-女士包袋-斜挎包,DAPHNE/达芙妮,1,0,4,14.489981,-29.190239
【左九高端定制】复古个性提花小方包00036-XH,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九的爱】2024春真皮软底防滑舒服一脚蹬女鞋,鞋靴箱包-女鞋-低帮鞋-单鞋,,1,0,4,14.489981,-29.190239
MICHERR/米榭尔【左九宠粉福利】小方包时尚斜挎包B24032528奶茶色,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.353338,-26.54123
Montagut/梦特娇【左九总裁皮带】梦特娇男士真牛皮皮带自动扣男款,服饰内衣-服饰配件/皮带/帽子/围巾-腰带/皮带/腰链,Montagut/梦特娇,1,0,4,-88.124954,56.98394
【左九高端定制】复古重工单肩盒子包1192-XH,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.984205,20.662422
【左九设计师】-Snoopy/史努比时尚单肩斜挎包18395-2白,鞋靴箱包-箱包-女士包袋-斜挎包,SNOOPY/史努比,1,-1,-1,-23.984598,20.662573
Montagut/梦特娇【邮差包】【左九设计师款】时尚女包,鞋靴箱包-箱包-女士包袋-单肩包,Montagut/梦特娇,1,-1,-1,-23.984205,20.662422
【妈妈的包】简百伦2024新款轻奢女包单肩手机包百搭时尚单肩包包,鞋靴箱包-箱包-女士包袋-单肩包,,1,0,4,14.489981,-29.190239
【妈妈的包】简百伦2024新款轻奢女包单肩手机包百搭时尚单肩包包,鞋靴箱包-箱包-女士包袋-单肩包,,1,0,4,14.489981,-29.190239
【左九设计师】经典时尚百搭单肩包1967,鞋靴箱包-箱包-女士包袋-单肩包,CKC,1,-1,-1,-23.874767,20.5701
【左九设计师】【百宝箱】2024新款时尚百搭洋气双肩背包MAK89025,鞋靴箱包-箱包-女士包袋-双肩包,MAKBOLO/马可波罗,1,0,4,-27.406422,-33.905273
Montagut/梦特娇【左九总裁皮带】梦特娇男士真牛皮皮带自动扣男款,服饰内衣-服饰配件/皮带/帽子/围巾-腰带/皮带/腰链,Montagut/梦特娇,1,0,4,-88.124954,56.98394
MICHERR/米榭尔【左九宠粉福利】小方包时尚斜挎包B24032526奶白色,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.354061,-26.541174
【公主白月光】2024新款轻奢韩版时尚百搭单肩斜跨包,鞋靴箱包-箱包-女士包袋-斜挎包,,1,-1,-1,-42.20723,31.976465
时尚潮流轻奢百搭单肩斜挎相机包 DFN189-白色 ZJ,鞋靴箱包-箱包-女士包袋-单肩包,,1,0,4,-2.7218661,-19.026741
【黑天鹅】2024新款春枕头包韩版单肩斜跨包包MY-2029,鞋靴箱包-箱包-女士包袋-斜挎包,,1,0,4,10.467072,-19.132896
Snoopy/史努比【左九设计师款】史努比女士时尚百搭绣线菱格单肩包,鞋靴箱包-箱包-女士包袋-斜挎包,SNOOPY/史努比,1,-1,-1,-23.874767,20.5701
【左九设计师】新款时尚百搭轻奢高级感单肩斜跨女士包包CK24056,鞋靴箱包-箱包-女士包袋-斜挎包,FANYROAD,1,0,4,14.489981,-29.190239
【帝柏】-【左九专属】小清新手提化妆箱 大容量时尚精致收纳箱8861L,鞋靴箱包-箱包-功能箱包-旅行箱,帝柏,1,-1,-1,-34.811295,21.101923
【左九设计师款】迪士尼金标系列Disney2024新款时尚斜挎女包71414,鞋靴箱包-箱包-女士包袋-斜挎包,Disney/迪士尼,1,-1,-1,-36.85687,-16.063637
【左九高端定制】复古个性提花小方包00036-XH,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
Montagut/梦特娇【左九总裁皮带】梦特娇男士真牛皮皮带自动扣男款,服饰内衣-服饰配件/皮带/帽子/围巾-腰带/皮带/腰链,Montagut/梦特娇,1,0,4,-88.124954,56.98394
[左九设计师款]米奇菱格小金球单肩绣线小方包,鞋靴箱包-箱包-女士包袋-单肩包,,1,-1,-1,-23.874767,20.5701
【妈妈 让你快乐是我所想】白色轻奢时尚百搭女士通勤单肩肩包,鞋靴箱包-箱包-女士包袋-手提包,Josephine/约瑟芬,1,-1,-1,-23.874767,20.5701
MICHERR/米榭尔【左九宠粉福利】元宝包女时尚斜挎包N23121446黑色,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.354061,-26.541174
【生活与诗】-LOUISPETI/路易佩蒂斜挎单肩手提包68332-2巧克力啡,鞋靴箱包-箱包-女士包袋-单肩包,路易佩蒂,1,0,4,1.380877,-17.826128
[幂幂的包]2023新款时尚百搭经典高级大气手提单肩包FR23680,鞋靴箱包-箱包-女士包袋-斜挎包,FANYROAD,1,-1,-1,-23.874767,20.5701
MICHERR/米榭尔【左九宠粉福利】云朵包时尚斜挎包BM24032612奶白色,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.35336,-26.541172
[流金岁月]MY BAG GIRL经典轻奢气质印花时尚女士托特包L082,鞋靴箱包-箱包-女士包袋-单肩包,MY BAG GIRL,1,-1,-1,-23.874767,20.5701
【燕子包】【左九一生挚爱】MINGPINSHIJIA 8230气质撞色系女包,鞋靴箱包-箱包-女士包袋-单肩包,MINGPINSHIJIA/铭品世家,1,-1,-1,-23.874767,20.5701
【白月光】轻奢时尚锁扣链条单肩斜挎包  DFN00126-白色 ZJ,鞋靴箱包-箱包-女士包袋-单肩包,,1,0,4,-2.7218661,-19.026741
【左九设计师款】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九设计师款】迪士尼Disney2024新款时尚经典单肩斜挎女包71414,鞋靴箱包-箱包-女士包袋-斜挎包,Disney/迪士尼,1,-1,-1,-36.85298,-16.060993
【左九设计师款】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九高端定制】复古个性提花小方包00036-XH,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九高端定制】复古个性提花小方包00036-XH,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【久等了，即刻享受您的舒适】7A抗菌女士中腰透气内裤云朵感,服饰内衣-内衣裤袜-内裤-女士内裤-女三角内裤,,1,-1,-1,-105.57145,-47.1612
Montagut/梦特娇[左九总裁皮带]梦特娇男士真牛皮皮带自动扣男款,服饰内衣-服饰配件/皮带/帽子/围巾-腰带/皮带/腰链,Montagut/梦特娇,1,0,4,-88.124954,56.98394
【左九设计师款】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【妈妈，让你快乐是我所想】2024新款轻奢百搭单肩包时尚复古斜跨包,运动户外-运动包/户外包/配件-挎包/拎包/休闲包,,1,0,4,14.489981,-29.190239
【左九设计师款】2024新款竹节五金饰品唐草杏女士手机包包,鞋靴箱包-箱包-女士包袋-手机包,,1,0,4,-5.135748,-21.912008
【左九设计师】全新复古新款卡包卡位多小巧精致女拉链银行棕熊卡包,鞋靴箱包-箱包-女士包袋-卡包/证件包/零钱包,,1,0,4,14.489981,-29.190239
【左九设计师款】轻奢时尚设计师简约荔枝纹布袋,鞋靴箱包-箱包-女士包袋-手提包,,1,0,4,-4.579275,-26.134878
【左九高端定制】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九高端定制】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九设计师款】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【左九设计师款】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
Snoopy/史努比[左九设计师款]女士经典绣线时尚百搭菱格包单肩包,鞋靴箱包-箱包-女士包袋-斜挎包,SNOOPY/史努比,1,-1,-1,-23.874767,20.5701
Montagut/梦特娇【苹果包】【左九设计师款】高档时尚经典,鞋靴箱包-箱包-女士包袋-单肩包,Montagut/梦特娇,1,0,4,14.489981,-29.190239
【左九设计师款】复古个性提花小方包00036,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,-1,-1,-23.874767,20.5701
【琳家千金】高级感复古小众单肩斜挎包1697-XH ,鞋靴箱包-箱包-女士包袋-单肩包,CK&WQ,1,0,4,14.489981,-29.190239
【左九设计师】【百宝箱】2024新款时尚百搭洋气双肩背包MAK89025,鞋靴箱包-箱包-女士包袋-双肩包,,1,0,4,-27.405743,-33.904713
MICHERR/米榭尔【左九宠粉福利】菱格链条小方包BY24040708蓝色,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.348866,-26.535288
【燕子包】【左九一生挚爱】MINGPINSHIJIA 8230气质撞色系女包,鞋靴箱包-箱包-女士包袋-单肩包,MINGPINSHIJIA/铭品世家,1,-1,-1,-23.874767,20.5701
【左九设计师】--I.TCellime斜挎手提重工盒子包38003-4磨砂抹茶,鞋靴箱包-箱包-女士包袋-单肩包,,1,-1,-1,-23.874767,20.5701
MICHERR/米榭尔【左九宠粉福利】手机包女时尚斜挎包J23121212彩咖,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.350243,-26.535086
【理想生活】【左九的爱】大容量旅行包干湿分离健身行李包可套拉杆箱,鞋靴箱包-箱包-功能箱包-旅行包,rarapop,1,0,4,-20.676895,-32.24311
【左九设计师】新款时尚百搭轻奢高级感单肩斜跨女士包包CK24056,鞋靴箱包-箱包-女士包袋-单肩包,CAROL&KELLY/卡洛·凯丽,1,0,4,14.489981,-29.190239
【左九设计师款】2024新款春枕头包韩版单肩斜跨包包MY-2028,鞋靴箱包-箱包-女士包袋-斜挎包,,1,0,4,10.467072,-19.132896
MICHERR/米榭尔【左九宠粉福利】小方包时尚斜挎包B24032528奶茶色,鞋靴箱包-箱包-女士包袋-单肩包,MICHERR/米榭尔,1,0,4,-17.352434,-26.541292
Montagut/梦特娇【邮差包】【左九设计师款】时尚女包,鞋靴箱包-箱包-女士包袋-单肩包,Montagut/梦特娇,1,-1,-1,-23.874767,20.5701
Snoopy/史努比【左九设计师款】史努比女士时尚百搭绣线菱格单肩包,鞋靴箱包-箱包-女士包袋-斜挎包,SNOOPY/史努比,1,-1,-1,-23.874767,20.5701
【希娜Syna】新中式刺绣盘扣上衣两件套,服饰内衣-女装-汉服,syna,2,1,3,10.738274,81.50911
【希娜Syna】气质花边半身裙,服饰内衣-女装-半身裙,syna,2,1,3,36.830124,59.09316
【希娜Syna】苏梅 鱼尾肌理感醋纤高腰半身裙,服饰内衣-女装-半身裙,syna,2,1,3,13.788863,19.29474
【希娜Syna】 云雾 垂顺感醋酸阔腿裤,服饰内衣-女装-汉服,,2,1,3,13.788863,19.29474
syna琥珀 新中式桑蚕丝开叉半身裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna精裁设计感简约V领西装马甲珍珠扣,服饰内衣-女装-汉服,syna,2,-1,-1,-14.737063,68.736595
【希娜Syna】繁星 设计师款气质小香套装,服饰内衣-女装-汉服,syna,2,-1,-1,16.859509,57.818554
syna希娜 糖果 简约慵懒风亚麻衬衫,服饰内衣-女装-汉服,syna,2,1,3,-36.884884,57.77722
【希娜Syna】百花 褶皱吊带连衣裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】春日清新 高定重工小香套装,服饰内衣-女装-套装/学生校服/工作制服-时尚套装,syna,0,-1,-1,73.8998,35.164593
syna法式小香风气质直身连衣裙,服饰内衣-女装-汉服,syna,2,1,3,36.990932,59.748047
【希娜Syna】菩然 中式斜襟盘扣禅意衬衫,服饰内衣-女装-衬衫,syna,2,1,3,13.788863,19.29474
syna雨雾 高定轻薄感桑蚕丝衫衣,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】黑白格 小香风套装,服饰内衣-女装-汉服,,2,-1,-1,18.964052,55.81737
【希娜Syna】极简松弛 设计感修身牛仔裤,服饰内衣-女装-裤子-牛仔裤,,2,1,3,13.788863,19.29474
【希娜Syna】夏日冷饮 英伦风条纹衬衫,服饰内衣-女装-汉服,syna,2,1,3,-9.821581,49.907635
syna高知Lady 时髦撞色夏日背心半裙两件套,服饰内衣-女装-汉服,syna,2,1,3,4.0417085,12.347147
[希娜专属]法国碧维斯Biocyte黑金松露胶原液原蛋白饮25ml*10瓶-2,滋补保健-保健食品/膳食营养补充食品-海外膳食营养补充食品-蛋白粉/氨基酸/胶原蛋白-胶原蛋白,biocyte/碧维斯,1,-1,4,-18.471878,-96.160675
GEMO金茉复配水光炮院线同款家用水光抗衰护肤美容仪,美妆-美容/个护仪器-面部美容仪器-电子美容仪,GEMO/金茉,0,-1,-1,95.3073,-77.80814
【希娜Syna】气质高腰直筒牛仔裤,服饰内衣-女装-裤子-牛仔裤,syna,2,1,3,13.788863,19.29474
【希娜Syna】气质简约纯色网纱半身裙,服饰内衣-女装-半身裙,,2,1,3,43.898853,49.22694
【希娜Syna】肆意由我 高级简约V领马甲,服饰内衣-女装-汉服,syna,2,-1,3,43.065483,47.81453
syna梦纤 醋酸设计袖连衣裙,服饰内衣-女装-汉服,syna,2,1,3,-0.659151,53.727745
syna希娜 芝雅 设计纹理国风裤,服饰内衣-女装-汉服,syna,2,1,3,-4.6909037,53.456646
【希娜Syna】万里桃花 桑蚕丝中式盘扣外套,服饰内衣-女装-短外套,syna,2,1,3,-24.663942,74.89069
syna向云 圆领舒肤针织衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna精裁设计版垂感阔腿长裤软糯舒适,服饰内衣-女装-汉服,syna,2,-1,-1,79.46136,66.353745
syna火龙果 通勤简约衬衫,服饰内衣-女装-汉服,syna,2,1,3,43.898853,49.22694
syna白日香颂 圆领泡泡袖收腰长款连衣裙,服饰内衣-女装-汉服,syna,2,1,3,-9.228013,58.70709
【希娜Syna】高定品质香蕉裤,服饰内衣-女装-裤子-休闲裤,,2,1,3,-5.5673013,31.909168
syna希娜 淡淡月光 娃娃领褶皱衬衫,服饰内衣-女装-衬衫,syna,2,1,3,24.622108,35.71509
syna希娜 云里雾里 设计款网纱半身裙,服饰内衣-女装-汉服,syna,2,1,3,6.236869,57.588783
【希娜Syna】设计感中式提花长袖衬衫,服饰内衣-女装-衬衫,syna,2,1,3,13.788863,19.29474
syna希娜 夏安 螺纹拼色桑蚕丝绵羊毛针织T恤,服饰内衣-女装-汉服,syna,2,-1,-1,29.604261,94.51524
【希娜Syna】人间星辰  精致优雅小香马甲套装,服饰内衣-女装-汉服,syna,2,-1,-1,17.742373,56.900845
syna仲夏夜之梦 印花吊带长裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】遇春 褶皱v领醋纤衬衫,服饰内衣-女装-衬衫,syna,2,1,3,13.788863,19.29474
【希娜Syna】听风 肌理感微透打褶醋酸套装,服饰内衣-女装-汉服,syna,2,-1,-1,18.289846,55.0029
【希娜Syna】点点 设计师款气质小香短外套,服饰内衣-女装-汉服,syna,2,-1,3,35.276306,59.11882
【希娜Syna】浅牛一号 气质高腰直筒牛仔裤,服饰内衣-女装-裤子-牛仔裤,,2,1,3,13.788863,19.29474
【希娜Syna】高定V领西服套装,服饰内衣-女装-套装/学生校服/工作制服-时尚套装,syna,0,-1,-1,72.2945,35.701855
【希娜Syna】高腰休闲垂感国风阔腿裤,服饰内衣-女装-汉服,syna,2,1,3,66.44223,54.735863
syna宽松圆领单排扣小香外套,服饰内衣-女装-汉服,syna,2,1,3,-24.663942,74.89069
syna希娜 恬静 气质赫本风V领桑蚕丝小衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna希娜 夜阑入静 设计感丝绒小衫,服饰内衣-女装-汉服,syna,2,1,3,-0.66085994,53.727703
syna夹克型薄款醋纤外套,服饰内衣-女装-汉服,syna,2,1,3,-24.663942,74.89069
【希娜Syna】寒梅报春 国风盘扣马甲,服饰内衣-女装-马夹,syna,2,1,3,-60.489037,86.38843
ALLPAIR银座系列胶原紧致提拉饮20ml*30支/盒2/4/6,滋补保健-保健食品/膳食营养补充食品-普通膳食营养食品-植物精华/提取物-普通植物提取物,ALLPAIR,0,-1,-1,-14.589843,-100.200096
【希娜Syna】风信子 高定撞色V领小香马甲,服饰内衣-女装-马夹,,2,1,3,-60.543148,86.46851
syna慵懒风格子醋纤直筒长裤,服饰内衣-女装-汉服,syna,2,1,3,12.286902,41.10918
syna青衣 收腰修身连衣裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】舒适感U领打底T恤,服饰内衣-女装-汉服,,2,-1,-1,35.523415,98.987625
【希娜Syna】采露 设计感小香马甲,服饰内衣-女装-汉服,syna,2,1,3,-0.38320258,53.542862
syna希娜 设计感黑白撞色褶皱衬衫,服饰内衣-女装-衬衫,syna,2,1,3,-6.5109215,14.628121
【希娜Syna】云端 醋纤面绵羊毛高定短裤,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna希娜 花罗 排扣禅意桑蚕丝新中式衬衫,服饰内衣-女装-汉服,syna,2,1,3,-16.356104,44.484825
syna希娜 蝶恋花 国风西装领盘扣外套,服饰内衣-女装-西装,syna,2,-1,-1,-5.814938,107.88762
syna初见 拼接设计款醋酸连衣裙,服饰内衣-女装-汉服,syna,2,1,3,6.2368484,57.59141
【希娜Syna】软香 新中式蕾丝刺绣立体提花套装,服饰内衣-女装-汉服,syna,2,-1,-1,18.289846,55.0029
【希娜Syna】V领西装马甲高级感短裙套装,服饰内衣-女装-汉服,syna,2,-1,-1,19.403728,53.463665
【希娜Syna】白蝴蝶 设计款轻薄衬衫,服饰内衣-女装-汉服,syna,2,1,3,6.236869,57.588783
syna希娜 暮色荷叶 设计感桑蚕丝花边马甲,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】朗姆小调～气质花边小香短款外套,服饰内衣-女装-短外套,syna,2,1,3,-24.663942,74.89069
【希娜Syna】小香风法式平底浅口箪鞵~汉服,服饰内衣-女装-汉服,,2,1,3,13.788863,19.29474
【希娜Syna】撞色醋纤小香套装,服饰内衣-女装-套装/学生校服/工作制服-时尚套装,,0,-1,-1,72.2945,35.701855
[希娜Syna]落日晚霞 设计感显瘦针织两件套,服饰内衣-女装-套装/学生校服/工作制服-时尚套装,,0,-1,-1,72.2945,35.701855
【希娜Syna】立体裁剪舒适休闲运动套装,服饰内衣-女装-套装/学生校服/工作制服-时尚套装,,0,-1,-1,73.984764,34.525826
【希娜Syna】黑星光 高级感亮片半身裙,服饰内衣-女装-半身裙,syna,2,1,3,20.66873,42.638603
【希娜Syna】春日种花 温柔系V领针织开衫,服饰内衣-女装-毛针织衫,,2,1,3,52.272896,37.389797
syna希娜 玉尘 宽松慵懒风小露肩衬衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】设计款百褶舒适绵羊毛短裙,服饰内衣-女装-汉服,syna,2,1,3,77.80483,67.94949
syna希娜 冲鸭冲鸭 慵懒风桑蚕丝格子衬衫,服饰内衣-女装-汉服,syna,2,1,3,-26.555176,56.135727
【希娜Syna】潮汐云水蓝 新中式肌理感外套,服饰内衣-女装-短外套,,2,1,3,-24.663942,74.89069
希娜 高定西装半身裙,服饰内衣-女装-汉服,syna,2,1,3,-14.538089,68.90084
syna长腿神器 开叉显瘦阔腿牛仔短裤,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna气泡裙 飘逸感皱皱半身裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna莱赛尔条纹套装,服饰内衣-女装-汉服,syna,2,-1,-1,18.614943,57.085373
【希娜Syna】用料四米长 百褶 软糯舒适感褶皱半裙,服饰内衣-女装-汉服,syna,2,1,3,56.582222,39.710346
【希娜Syna】复古港风格子小短裙,服饰内衣-女装-短裤,syna,2,1,3,-3.9065647,36.292828
syna希娜 澜纹 舒适感麻花针织小衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】气质百搭纯色T恤,服饰内衣-女装-T恤,syna,2,-1,-1,50.045338,88.516495
【希娜Syna】舒适感亲肤醋酸衬衣套装,服饰内衣-女装-汉服,,2,-1,-1,18.289846,55.0029
syna珍珠扣设计感小香风套装,服饰内衣-女装-汉服,syna,2,-1,-1,16.066858,57.140697
【希娜Syna】设计感牛仔连衣裙,服饰内衣-女装-连衣裙,syna,2,1,3,-0.5529058,53.132927
【希娜Syna】盈盈  新中式桑蚕丝盘扣衬衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna小香风细闪绞综面料背带裙,服饰内衣-女装-汉服,syna,2,1,3,-9.008982,128.44753
【希娜Syna】通勤高腰显瘦五分裤,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】设计感亲肤U领背心连衣裙,服饰内衣-女装-连衣裙,syna,2,1,3,13.788863,19.29474
【希娜Syna】舒适感黑色套装,服饰内衣-女装-汉服,syna,2,-1,-1,18.54145,56.433838
syna希娜 车厘子 极简慵懒垂感凉凉阔腿裤,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】气质休闲肌理感套装,服饰内衣-女装-汉服,,2,-1,-1,57.768673,53.418602
【希娜Syna】设计师款网纱半身裙,服饰内衣-女装-汉服,,2,-1,3,6.077347,59.498215
syna希娜 舒适感慵懒风亚麻罩衫,服饰内衣-女装-汉服,syna,2,1,3,-36.44996,58.08632
【希娜Syna】薄荷蓝 撞色翻领条纹衬衫,服饰内衣-女装-衬衫,syna,2,1,3,-9.23289,50.04753
【希娜Syna】浪漫复兴 经典显瘦醋纤小黑裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna蔚蓝海岸 设计感醋纤浅色牛仔衬衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【池妈自用6年】冰川泥深层清洁海藻补水保湿面膜ICEGROUND涂抹,美妆-美容护肤-面部护肤-贴片面膜,ICEGROUND,1,2,2,-43.788376,2.5739825
【希娜Syna】马卡龙 设计感波浪边外套,服饰内衣-女装-短外套,,2,-1,3,-6.207608,73.86072
【希娜Syna】工装风设计款醋纤背带裤,服饰内衣-女装-汉服,syna,2,1,3,7.9203897,54.507114
【希娜Syna】春日清新 高定重工小香外套,服饰内衣-女装-短外套,syna,2,1,3,-24.663942,74.89069
【希娜Syna】枝上花 新中式排扣T恤外套,服饰内衣-女装-汉服,syna,2,-1,-1,38.06344,77.37914
syna奶油布丁 淡淡初雅风半身裙,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】高定V领西服外套,服饰内衣-女装-西装,syna,2,-1,-1,-10.746142,102.110306
【希娜Syna】白莲 长袖褶皱衬衫,服饰内衣-女装-衬衫,syna,2,1,3,13.788863,19.29474
【希娜Syna】心动玉兰 格纹印花开衫,服饰内衣-女装-毛针织衫,,2,1,3,53.55192,37.02256
【希娜Syna】芳菲尽 中式提花桑蚕丝衬衫,服饰内衣-女装-衬衫,syna,2,1,3,13.788863,19.29474
【希娜Syna】巴赫夜曲 羊毛真丝包臀半裙,服饰内衣-女装-半身裙,syna,2,1,3,13.788863,19.29474
【希娜Syna】设计感黑白拼接毛衫,服饰内衣-女装-汉服,syna,2,1,3,-6.5109215,14.628121
【希娜Syna】酷桃 设计感印花T恤,服饰内衣-女装-汉服,,2,-1,-1,34.39701,93.28947
syna高腰休闲垂感国风阔腿裤,服饰内衣-女装-汉服,syna,2,1,3,66.61163,55.10259
syna希娜 彩虹 小香风马夹,服饰内衣-女装-汉服,syna,2,-1,3,-59.500175,86.894615
【希娜】高定气质小香外套,服饰内衣-女装-短外套,,2,-1,3,23.780354,75.393196
【希娜Syna】云纱 小香风设计感桑蚕丝马甲,服饰内衣-女装-马夹,syna,2,1,3,-60.543148,86.46851
ALLPAIR银座系列胶原细腻提拉饮20ml*30支/盒2/4/6,滋补保健-保健食品/膳食营养补充食品-普通膳食营养食品-植物精华/提取物-普通植物提取物,ALLPAIR,0,-1,-1,-14.589843,-100.200096
【希娜Syna】东方韵 新中式贵气黑红两面穿外套-不含吊坠,服饰内衣-女装-短外套,,2,-1,3,-21.708185,71.50193
syna希娜 欢喜 设计v领T恤,服饰内衣-女装-汉服,syna,2,1,3,24.367434,129.89883
syna希娜 晴天 舒适薄款T恤,服饰内衣-女装-汉服,syna,2,-1,-1,50.063484,76.21808
【希娜Syna】黑天鹅 赫本风醋酸小黑裙,服饰内衣-女装-汉服,syna,2,1,3,-36.42655,58.072754
syna【希娜Syna】简而美 温柔古风盘扣立领外套,服饰内衣-女装-短外套,,2,1,3,-24.663942,74.89069
【希娜Syna】格格 设计款连衣裙,服饰内衣-女装-汉服,syna,2,1,3,6.236869,57.588783
【希娜Syna】轻奢立领丝绒羽绒服,服饰内衣-女装-羽绒服,,2,1,3,13.788863,19.29474
syna青柠慕斯 圆领亮色长袖软软T,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
【希娜Syna】沐风 优雅网纱褶皱半身裙,服饰内衣-女装-汉服,syna,2,1,3,15.758605,44.124535
syna怦然心动 娃娃领真丝质感长袖衬衫,服饰内衣-女装-汉服,syna,2,1,3,13.788863,19.29474
syna鱼藻纹 淡雅新中式衬衫,服饰内衣-女装-汉服,syna,2,1,3,-16.35589,44.48483
【希娜Syna】莱茵河 高级感简约V领花边衬衫,服饰内衣-女装-汉服,syna,2,1,3,43.338696,48.19234
【希娜Syna】优质撞色睫毛蕾丝半身裙,服饰内衣-女装-半身裙,syna,2,1,3,13.788863,19.29474
[希娜Syna]高定轻盈连帽面包羽绒服,服饰内衣-女装-羽绒服,,2,1,3,-4.5745597,27.56398
【希娜Syna】拼接老钱风简约休闲醋纤休闲套装,服饰内衣-女装-汉服,syna,2,-1,-1,57.68763,53.474205
[希娜Syna]黑白像素 高定羊毛小香套装,服饰内衣-女装-套装/学生校服/工作制服-时尚套装,,0,-1,-1,73.12902,35.033108
【希娜Syna】设计师款醋纤气质吊带,服饰内衣-女装-汉服,syna,2,1,3,37.116894,59.888844
[希娜Syna]冬日棉花糖 蓬蓬90鹅绒服,服饰内衣-女装-羽绒服,,2,1,3,13.788863,19.29474
syna浪漫白百合 舒适感休闲套装,服饰内衣-女装-汉服,syna,2,-1,-1,57.736164,53.46038
